FullName,DirectoryName,Name,category,category_name,title,slug,price,compare_at_price,badge,ref_code,height_cm,width_cm,short_description,description,seo_title,seo_description,alt_text,image_filename,source_full_path,stock_qty,is_active,is_in_stock,material,colour_finish,specifications
C:\Dev\ram-potteey-ecom\public\product-images-optimized\ceramic-flower-pot-h-40cm-d-30cm-rs-2000-material-ceramic-colour-brown-and-white.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,ceramic-flower-pot-h-40cm-d-30cm-rs-2000-material-ceramic-colour-brown-and-white.webp,Ceramic Vase,Ceramic Vase,Ceramic Flower Pot,ceramic-flower-pot-2-2,2000,2500,Featured,,40,,"Handcrafted ceramic piece from Ram Pottery Mauritius, ideal for gardens, patios, balconies, hotel spaces and elegant indoor greenery.","Ceramic Flower Pot is an elegant handmade ceramic vase from Ram Pottery Mauritius, designed to elevate floral displays, reception areas and premium interior spaces.

This piece is ideal for gardens, patios, balconies, hotel spaces and elegant indoor greenery. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Ceramic Vase
- Material: Ceramic
- Colour/finish: Brown
- Approximate size: H 40 cm
- Price: Rs 2000
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Ceramic Flower Pot | Handmade Pottery Mauritius,"Buy Ceramic Flower Pot from Ram Pottery Mauritius. Handmade ceramic for ceramic vase, décor, gifting and traditional use. Rs 2000.",Ceramic Flower Pot - Ceramic Vase handmade by Ram Pottery Mauritius,ceramic-flower-pot-h-40cm-d-30cm-rs-2000-material-ceramic-colour-brown-and-white.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\ceramic-flower-pot-h-40cm-d-30cm-rs-2000-material-ceramic-colour-brown-and-white.webp,1000,TRUE,TRUE,Ceramic,Brown,Category: Ceramic Vase | Material: Ceramic | Colour/finish: Brown | Size: H 40 cm | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\ceramic-flower-pot-h-46cm-d-31cm-rs-1800-material-ceramic-color-white.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,ceramic-flower-pot-h-46cm-d-31cm-rs-1800-material-ceramic-color-white.webp,Ceramic Vase,Ceramic Vase,Ceramic Flower Pot,ceramic-flower-pot-2-3,1800,2250,,,46,,"Handcrafted ceramic piece from Ram Pottery Mauritius, ideal for gardens, patios, balconies, hotel spaces and elegant indoor greenery.","Ceramic Flower Pot is an elegant handmade ceramic vase from Ram Pottery Mauritius, designed to elevate floral displays, reception areas and premium interior spaces.

This piece is ideal for gardens, patios, balconies, hotel spaces and elegant indoor greenery. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Ceramic Vase
- Material: Ceramic
- Colour/finish: White
- Approximate size: H 46 cm
- Price: Rs 1800
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Ceramic Flower Pot | Handmade Pottery Mauritius,"Buy Ceramic Flower Pot from Ram Pottery Mauritius. Handmade ceramic for ceramic vase, décor, gifting and traditional use. Rs 1800.",Ceramic Flower Pot - Ceramic Vase handmade by Ram Pottery Mauritius,ceramic-flower-pot-h-46cm-d-31cm-rs-1800-material-ceramic-color-white.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\ceramic-flower-pot-h-46cm-d-31cm-rs-1800-material-ceramic-color-white.webp,1000,TRUE,TRUE,Ceramic,White,Category: Ceramic Vase | Material: Ceramic | Colour/finish: White | Size: H 46 cm | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\ceramic-flower-pot-h22cm-d-25cm-rs-650.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,ceramic-flower-pot-h22cm-d-25cm-rs-650.webp,Ceramic Vase,Ceramic Vase,Ceramic Flower Pot,ceramic-flower-pot-2-4,650,813,Best Deal,,22,,"Handcrafted ceramic piece from Ram Pottery Mauritius, ideal for gardens, patios, balconies, hotel spaces and elegant indoor greenery.","Ceramic Flower Pot is an elegant handmade ceramic vase from Ram Pottery Mauritius, designed to elevate floral displays, reception areas and premium interior spaces.

This piece is ideal for gardens, patios, balconies, hotel spaces and elegant indoor greenery. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Ceramic Vase
- Material: Ceramic
- Colour/finish: As shown in product image
- Approximate size: H 22 cm
- Price: Rs 650
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Ceramic Flower Pot | Handmade Pottery Mauritius,"Buy Ceramic Flower Pot from Ram Pottery Mauritius. Handmade ceramic for ceramic vase, décor, gifting and traditional use. Rs 650.",Ceramic Flower Pot - Ceramic Vase handmade by Ram Pottery Mauritius,ceramic-flower-pot-h22cm-d-25cm-rs-650.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\ceramic-flower-pot-h22cm-d-25cm-rs-650.webp,1000,TRUE,TRUE,Ceramic,As shown in product image,Category: Ceramic Vase | Material: Ceramic | Colour/finish: As shown in product image | Size: H 22 cm | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\ceramic-flower-pot-h22cm-d25cm-rs-650.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,ceramic-flower-pot-h22cm-d25cm-rs-650.webp,Ceramic Vase,Ceramic Vase,Ceramic Flower Pot,ceramic-flower-pot-2-5,650,813,Best Deal,,22,,"Handcrafted ceramic piece from Ram Pottery Mauritius, ideal for gardens, patios, balconies, hotel spaces and elegant indoor greenery.","Ceramic Flower Pot is an elegant handmade ceramic vase from Ram Pottery Mauritius, designed to elevate floral displays, reception areas and premium interior spaces.

This piece is ideal for gardens, patios, balconies, hotel spaces and elegant indoor greenery. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Ceramic Vase
- Material: Ceramic
- Colour/finish: As shown in product image
- Approximate size: H 22 cm
- Price: Rs 650
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Ceramic Flower Pot | Handmade Pottery Mauritius,"Buy Ceramic Flower Pot from Ram Pottery Mauritius. Handmade ceramic for ceramic vase, décor, gifting and traditional use. Rs 650.",Ceramic Flower Pot - Ceramic Vase handmade by Ram Pottery Mauritius,ceramic-flower-pot-h22cm-d25cm-rs-650.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\ceramic-flower-pot-h22cm-d25cm-rs-650.webp,1000,TRUE,TRUE,Ceramic,As shown in product image,Category: Ceramic Vase | Material: Ceramic | Colour/finish: As shown in product image | Size: H 22 cm | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\ceramic-flower-pot-h40-d27-rs-1500-material-ceramic-color-brown.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,ceramic-flower-pot-h40-d27-rs-1500-material-ceramic-color-brown.webp,Ceramic Vase,Ceramic Vase,Ceramic Flower Pot,ceramic-flower-pot-2-6,1500,1875,,,40,,"Handcrafted ceramic piece from Ram Pottery Mauritius, ideal for gardens, patios, balconies, hotel spaces and elegant indoor greenery.","Ceramic Flower Pot is an elegant handmade ceramic vase from Ram Pottery Mauritius, designed to elevate floral displays, reception areas and premium interior spaces.

This piece is ideal for gardens, patios, balconies, hotel spaces and elegant indoor greenery. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Ceramic Vase
- Material: Ceramic
- Colour/finish: Brown
- Approximate size: H 40 cm
- Price: Rs 1500
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Ceramic Flower Pot | Handmade Pottery Mauritius,"Buy Ceramic Flower Pot from Ram Pottery Mauritius. Handmade ceramic for ceramic vase, décor, gifting and traditional use. Rs 1500.",Ceramic Flower Pot - Ceramic Vase handmade by Ram Pottery Mauritius,ceramic-flower-pot-h40-d27-rs-1500-material-ceramic-color-brown.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\ceramic-flower-pot-h40-d27-rs-1500-material-ceramic-color-brown.webp,1000,TRUE,TRUE,Ceramic,Brown,Category: Ceramic Vase | Material: Ceramic | Colour/finish: Brown | Size: H 40 cm | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\ceramic-flower-pot-h54-d44cm-rs-3800-materia-ceramic-color-white.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,ceramic-flower-pot-h54-d44cm-rs-3800-materia-ceramic-color-white.webp,Ceramic Vase,Ceramic Vase,Ceramic Flower Pot Materia Ceramic,ceramic-flower-pot-materia-ceramic,3800,4750,Featured,,54,,"Handcrafted ceramic piece from Ram Pottery Mauritius, ideal for gardens, patios, balconies, hotel spaces and elegant indoor greenery.","Ceramic Flower Pot Materia Ceramic is an elegant handmade ceramic vase from Ram Pottery Mauritius, designed to elevate floral displays, reception areas and premium interior spaces.

This piece is ideal for gardens, patios, balconies, hotel spaces and elegant indoor greenery. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Ceramic Vase
- Material: Ceramic
- Colour/finish: White
- Approximate size: H 54 cm
- Price: Rs 3800
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Ceramic Flower Pot Materia Ceramic | Handmade Pottery Mauritius,"Buy Ceramic Flower Pot Materia Ceramic from Ram Pottery Mauritius. Handmade ceramic for ceramic vase, décor, gifting and traditional use. Rs 3800.",Ceramic Flower Pot Materia Ceramic - Ceramic Vase handmade by Ram Pottery Mauritius,ceramic-flower-pot-h54-d44cm-rs-3800-materia-ceramic-color-white.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\ceramic-flower-pot-h54-d44cm-rs-3800-materia-ceramic-color-white.webp,1000,TRUE,TRUE,Ceramic,White,Category: Ceramic Vase | Material: Ceramic | Colour/finish: White | Size: H 54 cm | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\ceramic-flower-pot-h58cm-w30cm-rs-2800-material-ceramic-color-white.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,ceramic-flower-pot-h58cm-w30cm-rs-2800-material-ceramic-color-white.webp,Ceramic Vase,Ceramic Vase,Ceramic Flower Pot,ceramic-flower-pot-2-7,2800,3500,Featured,,58,30,"Handcrafted ceramic piece from Ram Pottery Mauritius, ideal for gardens, patios, balconies, hotel spaces and elegant indoor greenery.","Ceramic Flower Pot is an elegant handmade ceramic vase from Ram Pottery Mauritius, designed to elevate floral displays, reception areas and premium interior spaces.

This piece is ideal for gardens, patios, balconies, hotel spaces and elegant indoor greenery. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Ceramic Vase
- Material: Ceramic
- Colour/finish: White
- Approximate size: H 58 cm × W/D 30 cm
- Price: Rs 2800
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Ceramic Flower Pot | Handmade Pottery Mauritius,"Buy Ceramic Flower Pot from Ram Pottery Mauritius. Handmade ceramic for ceramic vase, décor, gifting and traditional use. Rs 2800.",Ceramic Flower Pot - Ceramic Vase handmade by Ram Pottery Mauritius,ceramic-flower-pot-h58cm-w30cm-rs-2800-material-ceramic-color-white.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\ceramic-flower-pot-h58cm-w30cm-rs-2800-material-ceramic-color-white.webp,1000,TRUE,TRUE,Ceramic,White,Category: Ceramic Vase | Material: Ceramic | Colour/finish: White | Size: H 58 cm × W/D 30 cm | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\ceramic-flower-pot-rs-650-h20cm-d22cm-material-ceramic-colour-brown.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,ceramic-flower-pot-rs-650-h20cm-d22cm-material-ceramic-colour-brown.webp,Ceramic Vase,Ceramic Vase,Ceramic Flower Pot,ceramic-flower-pot-2-8,650,813,Best Deal,,20,,"Handcrafted ceramic piece from Ram Pottery Mauritius, ideal for gardens, patios, balconies, hotel spaces and elegant indoor greenery.","Ceramic Flower Pot is an elegant handmade ceramic vase from Ram Pottery Mauritius, designed to elevate floral displays, reception areas and premium interior spaces.

This piece is ideal for gardens, patios, balconies, hotel spaces and elegant indoor greenery. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Ceramic Vase
- Material: Ceramic
- Colour/finish: Brown
- Approximate size: H 20 cm
- Price: Rs 650
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Ceramic Flower Pot | Handmade Pottery Mauritius,"Buy Ceramic Flower Pot from Ram Pottery Mauritius. Handmade ceramic for ceramic vase, décor, gifting and traditional use. Rs 650.",Ceramic Flower Pot - Ceramic Vase handmade by Ram Pottery Mauritius,ceramic-flower-pot-rs-650-h20cm-d22cm-material-ceramic-colour-brown.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\ceramic-flower-pot-rs-650-h20cm-d22cm-material-ceramic-colour-brown.webp,1000,TRUE,TRUE,Ceramic,Brown,Category: Ceramic Vase | Material: Ceramic | Colour/finish: Brown | Size: H 20 cm | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\ceramic-flower-pot-rs-650-h25-d23-material-ceramic-color-black.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,ceramic-flower-pot-rs-650-h25-d23-material-ceramic-color-black.webp,Ceramic Vase,Ceramic Vase,Ceramic Flower Pot,ceramic-flower-pot-2-9,650,813,Best Deal,,25,,"Handcrafted ceramic piece from Ram Pottery Mauritius, ideal for gardens, patios, balconies, hotel spaces and elegant indoor greenery.","Ceramic Flower Pot is an elegant handmade ceramic vase from Ram Pottery Mauritius, designed to elevate floral displays, reception areas and premium interior spaces.

This piece is ideal for gardens, patios, balconies, hotel spaces and elegant indoor greenery. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Ceramic Vase
- Material: Ceramic
- Colour/finish: Black
- Approximate size: H 25 cm
- Price: Rs 650
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Ceramic Flower Pot | Handmade Pottery Mauritius,"Buy Ceramic Flower Pot from Ram Pottery Mauritius. Handmade ceramic for ceramic vase, décor, gifting and traditional use. Rs 650.",Ceramic Flower Pot - Ceramic Vase handmade by Ram Pottery Mauritius,ceramic-flower-pot-rs-650-h25-d23-material-ceramic-color-black.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\ceramic-flower-pot-rs-650-h25-d23-material-ceramic-color-black.webp,1000,TRUE,TRUE,Ceramic,Black,Category: Ceramic Vase | Material: Ceramic | Colour/finish: Black | Size: H 25 cm | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\ceramic-flower-pot-rs-650-h25cm-d-23cm-material-ceramic-color-black.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,ceramic-flower-pot-rs-650-h25cm-d-23cm-material-ceramic-color-black.webp,Ceramic Vase,Ceramic Vase,Ceramic Flower Pot,ceramic-flower-pot-2-10,650,813,Best Deal,,25,,"Handcrafted ceramic piece from Ram Pottery Mauritius, ideal for gardens, patios, balconies, hotel spaces and elegant indoor greenery.","Ceramic Flower Pot is an elegant handmade ceramic vase from Ram Pottery Mauritius, designed to elevate floral displays, reception areas and premium interior spaces.

This piece is ideal for gardens, patios, balconies, hotel spaces and elegant indoor greenery. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Ceramic Vase
- Material: Ceramic
- Colour/finish: Black
- Approximate size: H 25 cm
- Price: Rs 650
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Ceramic Flower Pot | Handmade Pottery Mauritius,"Buy Ceramic Flower Pot from Ram Pottery Mauritius. Handmade ceramic for ceramic vase, décor, gifting and traditional use. Rs 650.",Ceramic Flower Pot - Ceramic Vase handmade by Ram Pottery Mauritius,ceramic-flower-pot-rs-650-h25cm-d-23cm-material-ceramic-color-black.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\ceramic-flower-pot-rs-650-h25cm-d-23cm-material-ceramic-color-black.webp,1000,TRUE,TRUE,Ceramic,Black,Category: Ceramic Vase | Material: Ceramic | Colour/finish: Black | Size: H 25 cm | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\ceramic-flower-poth21-cm-w37cm-rs800-material-ceramic-colour-white.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,ceramic-flower-poth21-cm-w37cm-rs800-material-ceramic-colour-white.webp,Ceramic Vase,Ceramic Vase,Ceramic Flower Pot Cm,ceramic-flower-pot-cm,800,1000,Best Deal,,,37,"Handcrafted ceramic piece from Ram Pottery Mauritius, ideal for gardens, patios, balconies, hotel spaces and elegant indoor greenery.","Ceramic Flower Pot Cm is an elegant handmade ceramic vase from Ram Pottery Mauritius, designed to elevate floral displays, reception areas and premium interior spaces.

This piece is ideal for gardens, patios, balconies, hotel spaces and elegant indoor greenery. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Ceramic Vase
- Material: Ceramic
- Colour/finish: White
- Approximate size: W/D 37 cm
- Price: Rs 800
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Ceramic Flower Pot Cm | Handmade Pottery Mauritius,"Buy Ceramic Flower Pot Cm from Ram Pottery Mauritius. Handmade ceramic for ceramic vase, décor, gifting and traditional use. Rs 800.",Ceramic Flower Pot Cm - Ceramic Vase handmade by Ram Pottery Mauritius,ceramic-flower-poth21-cm-w37cm-rs800-material-ceramic-colour-white.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\ceramic-flower-poth21-cm-w37cm-rs800-material-ceramic-colour-white.webp,1000,TRUE,TRUE,Ceramic,White,Category: Ceramic Vase | Material: Ceramic | Colour/finish: White | Size: W/D 37 cm | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\ceramic-flower-vase-rs-450-h-23cm-d-17cm-material-ceramic-color-white.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,ceramic-flower-vase-rs-450-h-23cm-d-17cm-material-ceramic-color-white.webp,Ceramic Vase,Ceramic Vase,Ceramic Flower Vase,ceramic-flower-vase,450,563,Best Deal,,23,,"Handcrafted ceramic piece from Ram Pottery Mauritius, ideal for floral arrangements, console styling, hotel décor, gifting and premium interior decoration.","Ceramic Flower Vase is an elegant handmade ceramic vase from Ram Pottery Mauritius, designed to elevate floral displays, reception areas and premium interior spaces.

This piece is ideal for floral arrangements, console styling, hotel décor, gifting and premium interior decoration. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Ceramic Vase
- Material: Ceramic
- Colour/finish: White
- Approximate size: H 23 cm
- Price: Rs 450
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Ceramic Flower Vase | Handmade Pottery Mauritius,"Buy Ceramic Flower Vase from Ram Pottery Mauritius. Handmade ceramic for ceramic vase, décor, gifting and traditional use. Rs 450.",Ceramic Flower Vase - Ceramic Vase handmade by Ram Pottery Mauritius,ceramic-flower-vase-rs-450-h-23cm-d-17cm-material-ceramic-color-white.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\ceramic-flower-vase-rs-450-h-23cm-d-17cm-material-ceramic-color-white.webp,1000,TRUE,TRUE,Ceramic,White,Category: Ceramic Vase | Material: Ceramic | Colour/finish: White | Size: H 23 cm | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\ceramic-flower-vase-rs-450-h-25-d-12cm-2-material-ceramic-color-white.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,ceramic-flower-vase-rs-450-h-25-d-12cm-2-material-ceramic-color-white.webp,Ceramic Vase,Ceramic Vase,Ceramic Flower Vase,ceramic-flower-vase-2,450,563,Best Deal,,25,,"Handcrafted ceramic piece from Ram Pottery Mauritius, ideal for floral arrangements, console styling, hotel décor, gifting and premium interior decoration.","Ceramic Flower Vase is an elegant handmade ceramic vase from Ram Pottery Mauritius, designed to elevate floral displays, reception areas and premium interior spaces.

This piece is ideal for floral arrangements, console styling, hotel décor, gifting and premium interior decoration. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Ceramic Vase
- Material: Ceramic
- Colour/finish: White
- Approximate size: H 25 cm
- Price: Rs 450
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Ceramic Flower Vase | Handmade Pottery Mauritius,"Buy Ceramic Flower Vase from Ram Pottery Mauritius. Handmade ceramic for ceramic vase, décor, gifting and traditional use. Rs 450.",Ceramic Flower Vase - Ceramic Vase handmade by Ram Pottery Mauritius,ceramic-flower-vase-rs-450-h-25-d-12cm-2-material-ceramic-color-white.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\ceramic-flower-vase-rs-450-h-25-d-12cm-2-material-ceramic-color-white.webp,1000,TRUE,TRUE,Ceramic,White,Category: Ceramic Vase | Material: Ceramic | Colour/finish: White | Size: H 25 cm | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\ceramic-flower-vase-rs-450-h-25-d-12cm-material-ceramic-color-white.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,ceramic-flower-vase-rs-450-h-25-d-12cm-material-ceramic-color-white.webp,Ceramic Vase,Ceramic Vase,Ceramic Flower Vase,ceramic-flower-vase-2-2,450,563,Best Deal,,25,,"Handcrafted ceramic piece from Ram Pottery Mauritius, ideal for floral arrangements, console styling, hotel décor, gifting and premium interior decoration.","Ceramic Flower Vase is an elegant handmade ceramic vase from Ram Pottery Mauritius, designed to elevate floral displays, reception areas and premium interior spaces.

This piece is ideal for floral arrangements, console styling, hotel décor, gifting and premium interior decoration. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Ceramic Vase
- Material: Ceramic
- Colour/finish: White
- Approximate size: H 25 cm
- Price: Rs 450
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Ceramic Flower Vase | Handmade Pottery Mauritius,"Buy Ceramic Flower Vase from Ram Pottery Mauritius. Handmade ceramic for ceramic vase, décor, gifting and traditional use. Rs 450.",Ceramic Flower Vase - Ceramic Vase handmade by Ram Pottery Mauritius,ceramic-flower-vase-rs-450-h-25-d-12cm-material-ceramic-color-white.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\ceramic-flower-vase-rs-450-h-25-d-12cm-material-ceramic-color-white.webp,1000,TRUE,TRUE,Ceramic,White,Category: Ceramic Vase | Material: Ceramic | Colour/finish: White | Size: H 25 cm | Stock: 1000
